voter_id,photo_reference,first_name,last_name,age,age_group,gender,district,constituency,polling_station_id,booth_number,registration_status,processing_status,verification_status,verification_timestamp,processing_timestamp,queue_time_minutes,processing_time_minutes,anomaly_type
VOTER000020,synthetic://voter/000020.svg,Dev,Rao,28,25-34,Male,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:05:00,6.82,5.88,
VOTER000021,synthetic://voter/000021.svg,Kabir,Joshi,39,35-44,Female,District-01,CONST-021,PS-021,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:36:00,11.46,3.99,
VOTER000022,synthetic://voter/000022.svg,Tara,Mehta,57,55-64,Female,District-02,CONST-022,PS-022,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:49:00,6.48,3.75,
VOTER000023,synthetic://voter/000023.svg,Anika,Sen,46,45-54,Female,District-03,CONST-023,PS-023,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:02:00,13.69,6.2,
VOTER000024,synthetic://voter/000024.svg,Kabir,Das,25,25-34,Male,District-04,CONST-024,PS-024,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:12:00,15.3,3.14,
VOTER000025,synthetic://voter/000025.svg,Leela,Bose,80,75-85,Female,District-05,CONST-025,PS-025,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:44:00,15.03,9.95,
VOTER000026,synthetic://voter/000026.svg,Rohan,Nair,78,75-85,Male,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,9.09,6.81,
VOTER000027,synthetic://voter/000027.svg,Aarav,Iyer,70,65-74,Male,District-07,CONST-027,PS-027,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:40:00,7.58,2.24,
VOTER000028,synthetic://voter/000028.svg,Dev,Kapoor,31,25-34,Male,District-08,CONST-028,PS-028,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:12:00,10.08,8.24,
VOTER000029,synthetic://voter/000029.svg,Kabir,Mehta,49,45-54,Female,District-09,CONST-029,PS-029,5,REGISTERED,PENDING,PENDING,,,15.19,7.79,
VOTER000030,synthetic://voter/000030.svg,Dev,Iyer,19,18-24,Male,District-10,CONST-030,PS-030,1,REGISTERED,PENDING,PENDING,,,15.7,3.72,
VOTER000031,synthetic://voter/000031.svg,Aarav,Iyer,79,75-85,Male,District-01,CONST-031,PS-031,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:28:00,7.21,6.29,
VOTER000032,synthetic://voter/000032.svg,Arun,Joshi,76,75-85,Male,District-02,CONST-032,PS-032,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:29:00,6.16,2.13,
VOTER000033,synthetic://voter/000033.svg,Aarav,Joshi,37,35-44,Male,District-03,CONST-033,PS-033,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:15:00,8.69,6.62,
VOTER000034,synthetic://voter/000034.svg,Dev,Sen,25,25-34,Female,District-04,CONST-034,PS-034,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:03:00,0.2,6.58,
VOTER000035,synthetic://voter/000035.svg,Mira,Shah,41,35-44,Female,District-05,CONST-035,PS-035,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:53:00,16.01,7.78,
VOTER000036,synthetic://voter/000036.svg,Nila,Kapoor,23,18-24,Female,District-06,CONST-036,PS-036,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:55:00,3.54,7.34,
VOTER000037,synthetic://voter/000037.svg,Tara,Nair,58,55-64,Female,District-07,CONST-037,PS-037,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:07:00,3.43,7.98,
VOTER000038,synthetic://voter/000038.svg,Kabir,Das,19,18-24,Male,District-08,CONST-038,PS-038,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:15:00,22.39,5.72,
VOTER000039,synthetic://voter/000039.svg,Nila,Kapoor,34,25-34,Female,District-09,CONST-039,PS-039,1,REGISTERED,PENDING,PENDING,,,14.73,2.44,
VOTER000040,synthetic://voter/000040.svg,Arun,Malik,74,65-74,Female,District-10,CONST-040,PS-040,1,REGISTERED,PENDING,PENDING,,,6.74,2.64,
VOTER000041,synthetic://voter/000041.svg,Ishaan,Mehta,56,55-64,Female,District-01,CONST-041,PS-041,2,REGISTERED,PENDING,PENDING,,,15.26,8.78,
VOTER000042,synthetic://voter/000042.svg,Arun,Roy,37,35-44,Male,District-02,CONST-042,PS-042,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:28:00,3.12,3.46,
VOTER000043,synthetic://voter/000043.svg,Arun,Iyer,82,75-85,Male,District-03,CONST-043,PS-043,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:34:00,15.13,3.2,
VOTER000044,synthetic://voter/000044.svg,Dev,Joshi,23,18-24,Male,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:28:00,9.19,2.41,
VOTER000045,synthetic://voter/000045.svg,Kabir,Sen,72,65-74,Male,District-05,CONST-045,PS-045,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:32:00,16.12,9.54,
VOTER000046,synthetic://voter/000046.svg,Nila,Das,36,35-44,Female,District-06,CONST-046,PS-046,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:40:00,12.26,6.39,
VOTER000047,synthetic://voter/000047.svg,Sia,Rao,31,25-34,Female,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:35:00,0.44,4.0,
VOTER000048,synthetic://voter/000048.svg,Aarav,Rao,38,35-44,Male,District-08,CONST-048,PS-048,1,REGISTERED,PENDING,PENDING,,,11.63,1.2,
VOTER000049,synthetic://voter/000049.svg,Ishaan,Rao,70,65-74,Female,District-09,CONST-049,PS-049,2,REGISTERED,PENDING,PENDING,,,13.43,2.5,
VOTER000050,synthetic://voter/000050.svg,Tara,Nair,66,65-74,Male,District-10,CONST-050,PS-050,1,REGISTERED,PENDING,PENDING,,,10.28,4.48,
VOTER000051,synthetic://voter/000051.svg,Mira,Kapoor,47,45-54,Male,District-01,CONST-001,PS-001,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:45:00,6.13,3.76,
VOTER000052,synthetic://voter/000052.svg,Mira,Kapoor,83,75-85,Female,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:28:00,13.57,5.45,
VOTER000053,synthetic://voter/000053.svg,Rohan,Shah,51,45-54,Female,District-03,CONST-003,PS-003,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:21:00,5.22,4.54,
VOTER000054,synthetic://voter/000054.svg,Rohan,Sen,67,65-74,Female,District-04,CONST-004,PS-004,3,REGISTERED,PENDING,PENDING,,,8.87,6.47,
VOTER000055,synthetic://voter/000055.svg,Nila,Roy,64,55-64,Female,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:38:00,17.37,4.09,
VOTER000056,synthetic://voter/000056.svg,Kabir,Rao,56,55-64,Female,District-06,CONST-006,PS-006,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:02:00,6.54,3.95,
VOTER000057,synthetic://voter/000057.svg,Dev,Shah,71,65-74,Male,District-07,CONST-007,PS-007,2,REGISTERED,PENDING,PENDING,,,3.34,8.54,
VOTER000058,synthetic://voter/000058.svg,Leela,Shah,69,65-74,Male,District-08,CONST-008,PS-008,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:20:00,11.85,5.81,
VOTER000059,synthetic://voter/000059.svg,Arun,Mehta,77,75-85,Male,District-09,CONST-009,PS-009,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:53:00,6.14,3.24,
VOTER000060,synthetic://voter/000060.svg,Anika,Roy,83,75-85,Male,District-10,CONST-010,PS-010,1,REGISTERED,PENDING,PENDING,,,7.04,5.08,
VOTER000061,synthetic://voter/000061.svg,Tara,Shah,46,45-54,Female,District-01,CONST-011,PS-011,2,REGISTERED,PENDING,PENDING,,,9.18,6.39,
VOTER000062,synthetic://voter/000062.svg,Tara,Iyer,76,75-85,Female,District-02,CONST-012,PS-012,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:33:00,6.51,4.65,
VOTER000063,synthetic://voter/000063.svg,Rohan,Das,36,35-44,Female,District-03,CONST-013,PS-013,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:49:00,15.4,5.94,
VOTER000064,synthetic://voter/000064.svg,Tara,Rao,84,75-85,Male,District-04,CONST-014,PS-014,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:04:00,0.2,3.91,
VOTER000065,synthetic://voter/000065.svg,Tara,Shah,85,75-85,Male,District-05,CONST-015,PS-015,3,REGISTERED,PENDING,PENDING,,,0.2,2.48,
VOTER000066,synthetic://voter/000066.svg,Ishaan,Das,75,75-85,Male,District-06,CONST-016,PS-016,3,REGISTERED,PENDING,PENDING,,,8.21,3.08,
VOTER000067,synthetic://voter/000067.svg,Anika,Kapoor,84,75-85,Male,District-07,CONST-017,PS-017,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:52:00,8.71,8.38,
VOTER000068,synthetic://voter/000068.svg,Rohan,Joshi,58,55-64,Female,District-08,CONST-018,PS-018,3,REGISTERED,PENDING,PENDING,,,10.5,6.47,
VOTER000069,synthetic://voter/000069.svg,Aarav,Das,45,45-54,Male,District-09,CONST-019,PS-019,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:05:00,4.01,7.45,
VOTER000070,synthetic://voter/000070.svg,Leela,Iyer,67,65-74,Male,District-10,CONST-020,PS-020,1,REGISTERED,PENDING,PENDING,,,2.81,3.93,
VOTER000071,synthetic://voter/000071.svg,Rohan,Malik,18,18-24,Female,District-01,CONST-021,PS-021,3,REGISTERED,PENDING,PENDING,,,7.14,8.08,
VOTER000072,synthetic://voter/000072.svg,Arun,Roy,80,75-85,Male,District-02,CONST-022,PS-022,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:44:00,7.46,6.03,
VOTER000073,synthetic://voter/000073.svg,Kabir,Sen,39,35-44,Male,District-03,CONST-023,PS-023,4,REGISTERED,PENDING,PENDING,,,18.73,2.53,
VOTER000074,synthetic://voter/000074.svg,Aarav,Kapoor,21,18-24,Male,District-04,CONST-024,PS-024,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:06:00,0.8,7.89,
VOTER000075,synthetic://voter/000075.svg,Ishaan,Iyer,59,55-64,Male,District-05,CONST-025,PS-025,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:28:00,5.1,9.4,
VOTER000076,synthetic://voter/000076.svg,Anika,Roy,28,25-34,Female,District-06,CONST-026,PS-026,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:58:00,8.39,5.02,
VOTER000077,synthetic://voter/000077.svg,Aarav,Shah,23,18-24,Female,District-07,CONST-027,PS-027,3,REGISTERED,PENDING,PENDING,,,11.06,5.3,
VOTER000078,synthetic://voter/000078.svg,Tara,Joshi,48,45-54,Male,District-08,CONST-028,PS-028,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:43:00,5.78,3.1,
VOTER000079,synthetic://voter/000079.svg,Dev,Kapoor,65,65-74,Female,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:57:00,2.95,3.31,
VOTER000080,synthetic://voter/000080.svg,Rohan,Iyer,21,18-24,Female,District-10,CONST-030,PS-030,3,REGISTERED,PENDING,PENDING,,,0.25,3.4,
VOTER000081,synthetic://voter/000081.svg,Arun,Shah,27,25-34,Female,District-01,CONST-031,PS-031,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:08:00,9.92,4.23,
VOTER000082,synthetic://voter/000082.svg,Arun,Nair,23,18-24,Female,District-02,CONST-032,PS-032,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:38:00,4.76,6.8,
VOTER000083,synthetic://voter/000083.svg,Arun,Bose,71,65-74,Female,District-03,CONST-033,PS-033,3,REGISTERED,PENDING,PENDING,,,16.82,9.56,
VOTER000084,synthetic://voter/000084.svg,Kabir,Bose,73,65-74,Male,District-04,CONST-034,PS-034,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:30:00,2.37,5.33,
VOTER000085,synthetic://voter/000085.svg,Anika,Mehta,73,65-74,Male,District-05,CONST-035,PS-035,1,REGISTERED,PENDING,PENDING,,,5.3,4.64,
VOTER000086,synthetic://voter/000086.svg,Nila,Sen,75,75-85,Male,District-06,CONST-036,PS-036,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:28:00,2.77,6.52,
VOTER000087,synthetic://voter/000087.svg,Ishaan,Shah,59,55-64,Male,District-07,CONST-037,PS-037,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:48:00,10.17,9.97,
VOTER000088,synthetic://voter/000088.svg,Tara,Malik,19,18-24,Female,District-08,CONST-038,PS-038,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:56:00,9.53,7.46,
VOTER000089,synthetic://voter/000089.svg,Ishaan,Das,78,75-85,Male,District-09,CONST-039,PS-039,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:35:00,0.96,6.05,
VOTER000090,synthetic://voter/000090.svg,Nila,Iyer,49,45-54,Male,District-10,CONST-040,PS-040,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:03:00,4.26,4.47,
VOTER000091,synthetic://voter/000091.svg,Mira,Joshi,63,55-64,Female,District-01,CONST-041,PS-041,2,REGISTERED,PENDING,PENDING,,,7.98,7.61,
VOTER000092,synthetic://voter/000092.svg,Anika,Das,58,55-64,Male,District-02,CONST-042,PS-042,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:09:00,1.46,4.89,
VOTER000093,synthetic://voter/000093.svg,Ishaan,Mehta,53,45-54,Female,District-03,CONST-043,PS-043,2,REGISTERED,PENDING,PENDING,,,13.47,5.37,
VOTER000094,synthetic://voter/000094.svg,Dev,Kapoor,55,55-64,Female,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:06:00,8.7,6.17,
VOTER000095,synthetic://voter/000095.svg,Mira,Sen,24,18-24,Male,District-05,CONST-045,PS-045,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:22:00,7.69,4.62,
VOTER000096,synthetic://voter/000096.svg,Tara,Mehta,78,75-85,Female,District-06,CONST-046,PS-046,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:18:00,2.52,11.04,
VOTER000097,synthetic://voter/000097.svg,Dev,Shah,69,65-74,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:35:00,2.74,4.1,
VOTER000098,synthetic://voter/000098.svg,Leela,Shah,28,25-34,Female,District-08,CONST-048,PS-048,3,REGISTERED,PENDING,PENDING,,,13.65,8.56,
VOTER000099,synthetic://voter/000099.svg,Rohan,Kapoor,84,75-85,Female,District-09,CONST-049,PS-049,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:02:00,11.36,4.7,
VOTER000100,synthetic://voter/000100.svg,Arun,Mehta,30,25-34,Female,District-10,CONST-050,PS-050,1,REGISTERED,PENDING,PENDING,,,9.16,7.39,
VOTER000101,synthetic://voter/000101.svg,Sia,Shah,48,45-54,Male,District-01,CONST-001,PS-001,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:41:00,8.67,5.88,
VOTER000102,synthetic://voter/000102.svg,Mira,Roy,55,55-64,Female,District-02,CONST-002,PS-002,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:44:00,7.59,7.7,
VOTER000103,synthetic://voter/000103.svg,Anika,Iyer,51,45-54,Female,District-03,CONST-003,PS-003,2,REGISTERED,PENDING,PENDING,,,4.03,3.3,
VOTER000104,synthetic://voter/000104.svg,Aarav,Rao,46,45-54,Male,District-04,CONST-004,PS-004,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:13:00,15.0,3.35,
VOTER000105,synthetic://voter/000105.svg,Ishaan,Malik,54,45-54,Male,District-05,CONST-005,PS-005,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:52:00,4.89,6.2,
VOTER000106,synthetic://voter/000106.svg,Leela,Kapoor,74,65-74,Female,District-06,CONST-006,PS-006,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:30:00,12.73,6.43,
VOTER000107,synthetic://voter/000107.svg,Aarav,Roy,29,25-34,Male,District-07,CONST-007,PS-007,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:01:00,4.58,1.57,
VOTER000108,synthetic://voter/000108.svg,Tara,Kapoor,23,18-24,Female,District-08,CONST-008,PS-008,4,REGISTERED,PENDING,PENDING,,,10.7,8.39,
VOTER000109,synthetic://voter/000109.svg,Rohan,Nair,73,65-74,Male,District-09,CONST-009,PS-009,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:56:00,6.57,5.85,
VOTER000110,synthetic://voter/000110.svg,Ishaan,Roy,31,25-34,Male,District-10,CONST-010,PS-010,3,REGISTERED,PENDING,PENDING,,,5.29,9.04,
VOTER000111,synthetic://voter/000111.svg,Kabir,Sen,22,18-24,Male,District-01,CONST-011,PS-011,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:53:00,6.94,7.75,
VOTER000112,synthetic://voter/000112.svg,Arun,Bose,70,65-74,Female,District-02,CONST-012,PS-012,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:30:00,2.58,5.41,
VOTER000113,synthetic://voter/000113.svg,Mira,Sen,44,35-44,Female,District-03,CONST-013,PS-013,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:16:00,10.75,7.25,
VOTER000114,synthetic://voter/000114.svg,Mira,Bose,38,35-44,Female,District-04,CONST-014,PS-014,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:50:00,12.68,6.01,
VOTER000115,synthetic://voter/000115.svg,Rohan,Bose,37,35-44,Male,District-05,CONST-015,PS-015,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:39:00,7.36,3.0,
VOTER000116,synthetic://voter/000116.svg,Kabir,Joshi,49,45-54,Female,District-06,CONST-016,PS-016,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:13:00,10.08,7.03,
VOTER000117,synthetic://voter/000117.svg,Ishaan,Sen,26,25-34,Male,District-07,CONST-017,PS-017,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:39:00,9.48,3.39,
VOTER000118,synthetic://voter/000118.svg,Dev,Bose,56,55-64,Male,District-08,CONST-018,PS-018,2,REGISTERED,PENDING,PENDING,,,2.99,4.1,
VOTER000119,synthetic://voter/000119.svg,Anika,Joshi,62,55-64,Female,District-09,CONST-019,PS-019,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:29:00,8.73,3.47,
VOTER000120,synthetic://voter/000120.svg,Sia,Iyer,67,65-74,Male,District-10,CONST-020,PS-020,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:04:00,8.6,5.09,
VOTER000121,synthetic://voter/000121.svg,Nila,Mehta,37,35-44,Male,District-01,CONST-021,PS-021,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:04:00,13.23,6.45,
VOTER000122,synthetic://voter/000122.svg,Arun,Rao,30,25-34,Female,District-02,CONST-022,PS-022,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:59:00,1.92,6.83,
VOTER000123,synthetic://voter/000123.svg,Rohan,Roy,78,75-85,Female,District-03,CONST-023,PS-023,4,REGISTERED,PENDING,PENDING,,,7.85,9.14,
VOTER000124,synthetic://voter/000124.svg,Nila,Roy,60,55-64,Male,District-04,CONST-024,PS-024,2,REGISTERED,PENDING,PENDING,,,11.0,3.99,
VOTER000125,synthetic://voter/000125.svg,Anika,Joshi,22,18-24,Female,District-05,CONST-025,PS-025,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:54:00,9.01,9.43,
VOTER000126,synthetic://voter/000126.svg,Mira,Bose,73,65-74,Female,District-06,CONST-026,PS-026,2,REGISTERED,PENDING,PENDING,,,8.83,2.06,
VOTER000127,synthetic://voter/000127.svg,Ishaan,Nair,56,55-64,Male,District-07,CONST-027,PS-027,2,REGISTERED,PENDING,PENDING,,,15.58,7.02,
VOTER000128,synthetic://voter/000128.svg,Dev,Rao,73,65-74,Female,District-08,CONST-028,PS-028,1,REGISTERED,PROCESSED,PENDING,,2026-01-15T10:04:00,3.08,5.2,
VOTER000129,synthetic://voter/000129.svg,Anika,Bose,66,65-74,Male,District-09,CONST-029,PS-029,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:26:00,8.93,11.09,
VOTER000130,synthetic://voter/000130.svg,Arun,Malik,76,75-85,Female,District-10,CONST-030,PS-030,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:54:00,15.98,6.06,
VOTER000131,synthetic://voter/000131.svg,Rohan,Joshi,27,25-34,Male,District-01,CONST-031,PS-031,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T17:54:00,5.24,8.44,
VOTER000132,synthetic://voter/000132.svg,Tara,Mehta,76,75-85,Female,District-02,CONST-032,PS-032,3,REGISTERED,PENDING,PENDING,,,9.7,8.05,
VOTER000133,synthetic://voter/000133.svg,Aarav,Roy,66,65-74,Male,District-03,CONST-033,PS-033,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:02:00,0.2,2.39,
VOTER000134,synthetic://voter/000134.svg,Leela,Joshi,53,45-54,Male,District-04,CONST-034,PS-034,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T07:50:00,13.22,2.68,
VOTER000135,synthetic://voter/000135.svg,Anika,Roy,54,45-54,Female,District-05,CONST-035,PS-035,1,REGISTERED,PENDING,PENDING,,,9.34,10.09,
VOTER000136,synthetic://voter/000136.svg,Dev,Roy,50,45-54,Female,District-06,CONST-036,PS-036,2,REGISTERED,PENDING,PENDING,,,7.28,2.34,
VOTER000137,synthetic://voter/000137.svg,Mira,Kapoor,23,18-24,Male,District-07,CONST-037,PS-037,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:14:00,3.25,6.95,
VOTER000138,synthetic://voter/000138.svg,Kabir,Malik,71,65-74,Male,District-08,CONST-038,PS-038,4,REGISTERED,PROCESSED,PENDING,,2026-01-15T13:14:00,11.93,8.01,
VOTER000139,synthetic://voter/000139.svg,Sia,Nair,39,35-44,Female,District-09,CONST-039,PS-039,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T12:02:00,10.58,3.35,
VOTER000140,synthetic://voter/000140.svg,Arun,Joshi,77,75-85,Male,District-10,CONST-040,PS-040,1,REGISTERED,PENDING,PENDING,,,15.34,10.64,
VOTER000141,synthetic://voter/000141.svg,Tara,Nair,64,55-64,Male,District-01,CONST-041,PS-041,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T09:06:00,5.8,6.96,
VOTER000142,synthetic://voter/000142.svg,Anika,Bose,66,65-74,Female,District-02,CONST-042,PS-042,2,REGISTERED,PENDING,PENDING,,,10.27,5.38,
VOTER000143,synthetic://voter/000143.svg,Tara,Joshi,59,55-64,Male,District-03,CONST-043,PS-043,4,REGISTERED,PENDING,PENDING,,,8.67,6.65,
VOTER000144,synthetic://voter/000144.svg,Mira,Mehta,70,65-74,Female,District-04,CONST-044,PS-044,5,REGISTERED,PROCESSED,PENDING,,2026-01-15T15:24:00,9.51,5.99,
VOTER000145,synthetic://voter/000145.svg,Rohan,Shah,35,35-44,Female,District-05,CONST-045,PS-045,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T16:13:00,1.33,10.05,
VOTER000146,synthetic://voter/000146.svg,Aarav,Joshi,71,65-74,Male,District-06,CONST-046,PS-046,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T11:46:00,11.32,2.93,
VOTER000147,synthetic://voter/000147.svg,Arun,Nair,45,45-54,Male,District-07,CONST-047,PS-047,3,REGISTERED,PROCESSED,PENDING,,2026-01-15T08:41:00,16.27,4.36,
VOTER000148,synthetic://voter/000148.svg,Mira,Roy,25,25-34,Female,District-08,CONST-048,PS-048,2,REGISTERED,PROCESSED,PENDING,,2026-01-15T14:45:00,9.19,6.94,
